,k,x,reward,patch_label,regret,m,q,simul_id
152,2.0,[   3.           32.37056085 -110.52842278],1.0,Speaker,0.0,[ 0.00378901  0.05751379 -0.07105459],[ 1.03173465  9.1047495  12.78960184],2
159,2.0,[   3.           33.12490009 -113.76985359],0.0,Speaker,1.0,[ 0.00365522  0.0562091  -0.07177171],[ 1.03266947  9.39030329 13.34099195],2
170,4.0,[   2.          562.22333776 -176.80700559],0.0,non_Speaker,1.0,[ 0.00089059  0.02055034 -0.04820918],[ 1.00700422 61.49622932 15.00953152],2
181,3.0,[  2.         195.29686928  -7.44707687],0.0,non_Speaker,1.0,[ 0.00197143  0.05179982 -0.05934212],[ 1.01940428 12.60641612 19.47180121],2
187,2.0,[  3.         830.4440093   -2.50633359],0.0,Speaker,1.0,[ 0.00377981  0.05730238 -0.07143442],[ 1.03186478  9.08922383 13.31948664],2
195,2.0,[  3.         839.94608151  -1.52237811],0.0,Speaker,1.0,[ 0.00377931  0.05730065 -0.07143262],[ 1.03187065  9.09075943 13.32183761],2
200,3.0,[  2.         306.67742047 -10.39124545],0.0,non_Speaker,1.0,[ 0.00197128  0.05179921 -0.05934189],[ 1.01946139 13.14351003 19.47339349],2
215,2.0,[  3.         844.19408869  -2.0579448 ],0.0,Speaker,1.0,[ 0.00377987  0.0572999  -0.07143151],[ 1.03187371  9.09154822 13.32308269],2
235,2.0,[  3.         511.22989315  -5.76096072],1.0,Speaker,0.0,[ 0.00377921  0.0573003  -0.07143305],[ 1.03187039  9.09072271 13.32169217],2
239,2.0,[  3.          57.4867536  -55.39473483],1.0,Speaker,0.0,[ 0.00378017  0.05729857 -0.07143459],[ 1.03187003  9.09075954 13.3213731 ],2
247,3.0,[   2.          218.9762523  -166.98558505],0.0,non_Speaker,1.0,[ 0.00196905  0.05179939 -0.05934096],[ 1.01946254 13.14753663 19.47438531],2
258,3.0,[  2.          62.46417973 -93.99372746],1.0,non_Speaker,0.0,[ 0.00197275  0.05179967 -0.0593395 ],[ 1.01946385 13.14826541 19.47569716],2
267,3.0,[  2.          12.59784513 -77.8669752 ],1.0,non_Speaker,0.0,[ 0.00196029  0.051788   -0.05992903],[ 1.01910044 13.05273946 19.49203489],2
273,2.0,[  3.         597.6338887   -3.29176298],0.0,Speaker,1.0,[ 0.00381043  0.05899097 -0.07179801],[ 1.03192246  9.37809363 13.22933386],2
276,5.0,[   2.          366.46774933 -178.5433454 ],0.0,non_Speaker,1.0,[ 0.00074015  0.01987636 -0.04679615],[  1.06422845 296.83372415  60.39466566],2
282,2.0,[  3.         533.62747202  -6.05784862],0.0,Speaker,1.0,[ 0.61780244  2.1031234  -1.03626158],[1. 1. 1.],2
302,3.0,[  2.         333.02795971 -15.02113225],0.0,non_Speaker,1.0,[ 0.00220451  0.04266383 -0.0731695 ],[ 1.01779894 14.47230969 19.78795682],2
314,2.0,[  3.          72.12727711 -63.08604352],0.0,Speaker,1.0,[ 0.00380606  0.05897495 -0.07180813],[ 1.03192842  9.38069113 13.23038634],2
320,2.0,[  3.         261.67537826 -14.22802484],0.0,Speaker,1.0,[ 0.0038032   0.05896827 -0.0718164 ],[ 1.03266407  9.8079572  13.55517598],2
330,3.0,[  2.         248.93383749  -9.32015091],0.0,non_Speaker,1.0,[ 0.00220265  0.0426642  -0.07316548],[ 1.0178037  14.48741374 19.79290017],2
339,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[ 0.00089904  0.02054258 -0.04821226],[ 1.00700965 61.64247407 15.00984699],2
341,2.0,[  3.         536.8269011   -5.16341377],0.0,Speaker,1.0,[ 1.28207083  2.6438254  -1.9753544 ],[1. 1. 1.],2
352,0.0,[  0.         153.70226181  44.17604362],0.0,CB,1.0,[-6.93889390e-18  5.55111512e-17  0.00000000e+00],[1.00000000e+00 2.94263934e+03 1.72713899e+03],2
362,4.0,[  2.          59.76709138 -97.06194306],0.0,non_Speaker,1.0,[ 0.00099178  0.02259113 -0.05317006],[ 1.00648193 32.6657702  16.33946037],2
372,3.0,[  2.          54.36566549 -78.70456536],1.0,non_Speaker,0.0,[ 0.00220197  0.04266292 -0.07316505],[ 1.01783194 14.903719   19.79493299],2
377,2.0,[  3.         283.06933213  -5.74084613],0.0,Speaker,1.0,[ 0.00380289  0.05896752 -0.07181617],[ 1.03266603  9.81106304 13.55579629],2
8,0.0,[0. 0. 0.],0.0,CB,1.0,[ 6.93889390e-18 -3.46944695e-18 -2.77555756e-17],[1.00000000e+00 3.87160656e+03 1.80387752e+03],2
12,4.0,[  2.         295.46011425 -11.38349752],0.0,non_Speaker,1.0,[ 0.00099946  0.02259591 -0.05316802],[ 1.00968121 35.47903184 23.87849003],2
23,4.0,[  2.         287.05607344 -12.12864866],0.0,non_Speaker,1.0,[ 0.00099203  0.02259431 -0.05316876],[ 1.01117069 67.98511299 23.92714987],2
41,2.0,[  3.         286.83598525 -16.05271805],0.0,Speaker,1.0,[ 0.00380188  0.05896871 -0.0718163 ],[ 1.03266422  9.81206941 13.55505994],2
44,2.0,[   3.          241.22784256 -163.54888176],0.0,Speaker,1.0,[ 0.00380264  0.05896818 -0.0718161 ],[ 1.0326654   9.81302432 13.55548728],2
59,2.0,[   3.          235.19143972 -163.36857792],0.0,Speaker,1.0,[ 0.00380408  0.05896892 -0.07181528],[ 1.03266565  9.81303126 13.55566333],2
64,2.0,[   3.          523.79338548 -171.7329024 ],0.0,Speaker,1.0,[ 0.00380259  0.0589683  -0.07181614],[ 1.03266515  9.81295269 13.55539296],2
68,3.0,[  2.          33.84110896 -28.82581378],1.0,non_Speaker,0.0,[ 0.00219787  0.04325139 -0.07368192],[ 1.01744386 14.18601928 19.73379079],2
72,3.0,[  2.          34.72150404 -28.02693723],1.0,non_Speaker,0.0,[ 0.00436981  0.0721724  -0.07695008],[ 1.02426282  8.14018741 10.8815857 ],2
134,3.0,[   2.          828.81626181 -176.58894736],0.0,non_Speaker,1.0,[ 0.00500035  0.08379742 -0.07979562],[1.02725338 8.94617667 9.46105249],2
138,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.00500082  0.08379684 -0.0797961 ],[1.02725345 8.94620789 9.46099955],2
168,2.0,[  3.          29.43577044 -84.83908532],1.0,Speaker,0.0,[ 0.00380191  0.05897112 -0.07181741],[ 1.03265849  9.81102394 13.55283063],2
173,3.0,[  2.         203.11258643  -6.87510464],0.0,non_Speaker,1.0,[ 0.0050006   0.08379745 -0.0797949 ],[1.02725397 8.94634157 9.46132266],2
178,4.0,[   2.          360.92274275 -176.77324607],1.0,non_Speaker,0.0,[ 0.00089825  0.02261154 -0.05316162],[  1.01287923 103.12788348  23.9915237 ],2
189,2.0,[  3.         828.63090429  -2.78869802],0.0,Speaker,1.0,[ 0.00380714  0.05812148 -0.07350152],[ 1.03260113  9.57990271 14.10443691],2
199,2.0,[  3.         850.80279829  -2.98576171],0.0,Speaker,1.0,[ 0.00380652  0.05812123 -0.07350179],[ 1.03260105  9.5799036  14.10437104],2
219,4.0,[  2.         601.7444167   -3.45988176],1.0,non_Speaker,0.0,[ 0.00099848  0.02259537 -0.05316829],[  1.01289827 103.57447782  23.99069059],2
231,4.0,[   2.           48.17525022 -109.84247647],0.0,non_Speaker,1.0,[ 0.4047106   3.13772267 -1.92259016],[1. 1. 1.],2
260,3.0,[   2.          511.10611029 -175.25099036],1.0,non_Speaker,0.0,[ 0.00500048  0.08379713 -0.07979576],[1.02725356 8.94674007 9.46106935],2
264,5.0,[  2.         345.75339829 177.23359162],0.0,non_Speaker,1.0,[ 0.00073784  0.01987775 -0.04679328],[  1.06422879 296.75986836  60.40725757],2
268,3.0,[  2.          14.55923942 -79.52148771],1.0,non_Speaker,0.0,[ 0.00500215  0.08379719 -0.07979439],[1.02725461 8.94703373 9.46155944],2
272,3.0,[  2.          60.36658627 -39.39811145],1.0,non_Speaker,0.0,[ 0.00498802  0.08233143 -0.08252853],[ 1.0271374   8.73158521 10.25493393],2
278,3.0,[   2.           46.52994559 -114.57552555],1.0,non_Speaker,0.0,[ 0.00495802  0.08315835 -0.0825088 ],[ 1.02699306  9.02173198 10.26884138],2
304,2.0,[  3.         522.88493307  -5.30189822],1.0,Speaker,0.0,[ 0.00380552  0.05812003 -0.07350061],[ 1.03260522  9.58103903 14.10609763],2
340,3.0,[   2.          263.36681957 -164.96605417],0.0,non_Speaker,1.0,[ 0.00495887  0.08315566 -0.08251689],[ 1.02699166  9.02235421 10.27734503],2
352,2.0,[  3.         538.92211878  -6.31905983],0.0,Speaker,1.0,[ 1.88675655  1.8690867  -2.46107861],[1. 1. 1.],2
374,4.0,[  2.          58.77480614 -97.18179171],0.0,non_Speaker,1.0,[ 0.50514208  3.14553188 -1.42937962],[1. 1. 1.],2
376,3.0,[  2.          44.52576375 -95.60847196],1.0,non_Speaker,0.0,[ 0.0049575   0.08315511 -0.08251946],[ 1.0269899   9.02188215 10.27632025],2
8,2.0,[   3.          227.3289212  -129.49611506],0.0,Speaker,1.0,0.0,5.0,3
16,1.0,[  1.         591.65816756 142.46516621],0.0,STS,1.0,0.0,5.0,3
21,4.0,[  2.         847.56193287  -2.65868703],0.0,non_Speaker,1.0,0.0,5.0,3
30,2.0,[  3.         265.17012083 -16.95182046],1.0,Speaker,0.0,0.0,5.0,3
40,3.0,[  2.         571.07440956  -4.04818009],0.0,non_Speaker,1.0,0.0,5.0,3
52,5.0,[  2.          41.27841706 -64.68243684],0.0,non_Speaker,1.0,0.0,5.0,3
57,5.0,[   2.          255.22612973 -170.0008418 ],0.0,non_Speaker,1.0,0.0,5.0,3
63,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,0.0,5.0,3
71,5.0,[   2.          827.55057079 -178.73194136],0.0,non_Speaker,1.0,0.0,5.0,3
85,3.0,[  2.          53.31923821 -56.21734795],1.0,non_Speaker,0.0,0.0,5.0,3
90,4.0,[   2.          265.75059915 -168.42704635],0.0,non_Speaker,1.0,0.0,5.0,3
94,4.0,[   2.          272.67312974 -177.20133217],1.0,non_Speaker,0.0,0.0,5.0,3
100,2.0,[   3.          257.12289386 -168.94265398],0.0,Speaker,1.0,0.0,5.0,3
106,2.0,[   3.          239.55552616 -165.91118715],1.0,Speaker,0.0,0.0,5.0,3
136,2.0,[  3.          51.61773023 -43.1662804 ],1.0,Speaker,0.0,0.0,5.0,3
142,5.0,[  2.         241.84178876   2.29478793],0.0,non_Speaker,1.0,0.0,5.0,3
158,4.0,[   2.          366.5239074  -178.23122766],0.0,non_Speaker,1.0,0.0,5.0,3
167,3.0,[  2.          38.179945   -60.76020035],0.0,non_Speaker,1.0,0.0,5.0,3
176,3.0,[  2.         201.25044537  -7.22591861],0.0,non_Speaker,1.0,0.0,5.0,3
186,5.0,[   2.           62.3626589  -121.24833686],1.0,non_Speaker,0.0,0.0,5.0,3
188,2.0,[  3.         842.80753165  -1.10920792],0.0,Speaker,1.0,0.0,5.0,3
194,4.0,[  2.         558.59674063  -5.88921412],0.0,non_Speaker,1.0,0.0,5.0,3
207,5.0,[   2.           43.65485472 -132.24726393],1.0,non_Speaker,0.0,0.0,5.0,3
211,1.0,[  1.         570.90182187  -5.06404849],0.0,STS,1.0,0.0,5.0,3
219,2.0,[  3.         515.01611602  -5.49475412],0.0,Speaker,1.0,0.0,5.0,3
225,0.0,[  0.         225.38520358 151.33636573],0.0,CB,1.0,0.0,5.0,3
228,4.0,[   2.          225.37499251 -167.88120807],0.0,non_Speaker,1.0,[ 0.00014928  0.02035113 -0.01322546],[ 1.00199896 40.35065301 15.72634963],3
231,2.0,[  3.          72.39843506 -68.40173653],1.0,Speaker,0.0,[ 0.00341303  0.05875072 -0.04912448],[1.02714914 9.04011616 6.62082261],3
240,4.0,[   2.          213.36966894 -166.36052778],1.0,non_Speaker,0.0,[ 0.00015485  0.02035324 -0.01322165],[ 1.00438961 70.70697111 32.57116102],3
247,3.0,[  2.          70.64361472 -78.86028572],0.0,non_Speaker,1.0,[ 0.00197496  0.05188846 -0.05682973],[ 1.01989797 12.12212095 18.32310592],3
253,3.0,[  2.         291.82336815 -12.7314706 ],0.0,non_Speaker,1.0,[ 0.00197485  0.05188857 -0.05682981],[ 1.02052396 12.903249   19.2964866 ],3
258,2.0,[  3.         530.04312857  -5.44709285],0.0,Speaker,1.0,[ 0.00335689  0.0595172  -0.05043402],[1.02679871 9.52671038 7.19382925],3
267,2.0,[ 3.00000000e+00  5.52664463e+02 -4.47354637e-01],0.0,Speaker,1.0,[ 0.00335424  0.05951836 -0.05043291],[1.02679861 9.52668244 7.19381018],3
272,4.0,[  2.         324.8855533   -4.99944325],0.0,non_Speaker,1.0,[ 0.00020395  0.02295037 -0.01725636],[ 1.00208666 29.57597951 15.73802276],3
280,2.0,[  3.         534.51810766  -5.93967356],0.0,Speaker,1.0,[ 0.00335727  0.05951832 -0.05043362],[1.02679759 9.52634721 7.19356301],3
285,3.0,[  2.         342.44603712 -14.42654816],1.0,non_Speaker,0.0,[ 0.00198912  0.05188988 -0.05682778],[ 1.02052486 12.90938114 19.29707952],3
290,3.0,[  2.          67.52896812 -94.54576359],0.0,non_Speaker,1.0,[ 0.00200043  0.05189805 -0.05682147],[ 1.02052426 12.9086546  19.29662747],3
296,3.0,[   2.          298.79628228 -164.80516265],0.0,non_Speaker,1.0,[ 0.0019746   0.05188869 -0.05682892],[ 1.02082731 13.25464793 19.97245976],3
302,2.0,[  3.          66.7250717  -50.26899723],1.0,Speaker,0.0,[ 0.00335559  0.05951747 -0.0504349 ],[1.0267974  9.52627769 7.19350921],3
310,2.0,[  3.          73.96480905 -65.52116522],0.0,Speaker,1.0,[ 0.00336654  0.06266151 -0.05164271],[ 1.0270674  10.53737143  7.4820544 ],3
315,2.0,[  3.         259.7915166  -15.24581644],0.0,Speaker,1.0,[ 0.00336904  0.06266124 -0.05164093],[ 1.02866238 11.50632801  8.24232333],3
320,2.0,[  3.         303.3611067   -8.97300862],0.0,Speaker,1.0,[ 0.00336964  0.06266137 -0.05163937],[ 1.02866438 11.50843126  8.24281436],3
350,4.0,[   2.           45.32374741 -107.12763896],1.0,non_Speaker,0.0,[ 0.00020828  0.02295788 -0.01724664],[ 1.00323257 59.81436761 15.74347078],3
357,3.0,[  2.         266.5259038  -13.96382719],1.0,non_Speaker,0.0,[ 0.00198629  0.05188423 -0.05683305],[ 1.02082608 13.25442289 19.97125865],3
365,3.0,[  2.          52.40859384 -78.27565552],1.0,non_Speaker,0.0,[ 0.00200089  0.05187415 -0.05684427],[ 1.02082243 13.27006047 19.96685951],3
376,2.0,[  3.         283.06797557  -5.74035436],0.0,Speaker,1.0,[ 0.0033688   0.06266132 -0.05164071],[ 1.02866277 11.50797922  8.24237796],3
12,0.0,[0. 0. 0.],0.0,CB,1.0,[-2.22044605e-16  0.00000000e+00  1.11022302e-16],[1.00000000e+00 1.99851786e+03 9.01588651e+02],3
17,0.0,[  0.         154.95086476 144.89448141],0.0,CB,1.0,[ 0.00000000e+00  0.00000000e+00 -5.55111512e-17],[1.00000000e+00 1.99851786e+03 9.01588651e+02],3
22,2.0,[  3.         278.18528775 -13.36742159],0.0,Speaker,1.0,[ 0.00336937  0.06266117 -0.0516408 ],[ 1.0286629  11.50863898  8.242395  ],3
35,2.0,[  3.         274.75022075 -16.3438536 ],1.0,Speaker,0.0,[ 0.00336888  0.06266252 -0.05164019],[ 1.02866166 11.50869681  8.2420514 ],3
42,2.0,[  3.          72.04585929 -74.17441624],0.0,Speaker,1.0,[ 0.0033691   0.06266148 -0.05164086],[ 1.02866249 11.50957137  8.24225206],3
46,2.0,[   3.          239.31038944 -163.41327527],0.0,Speaker,1.0,[ 0.00336902  0.06266187 -0.05164104],[ 1.02981097 12.1721046   8.94463279],3
54,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00196724  0.05179624 -0.05934422],[ 1.01940515 12.60503521 19.47266508],3
78,2.0,[   3.          498.91150235 -172.24591144],0.0,Speaker,1.0,[ 0.003384    0.06267588 -0.05161754],[ 1.02981925 12.17544814  8.94720506],3
94,2.0,[   3.          517.24123636 -172.96884736],0.0,Speaker,1.0,[ 0.00336921  0.06266149 -0.05164059],[ 1.02981223 12.17260234  8.94499202],3
101,1.0,[  1.         244.44896458 118.78274256],0.0,STS,1.0,[ 8.32667268e-17 -2.22044605e-16 -6.66133815e-16],[1.07864477e+00 2.65824724e+04 8.00108290e+02],3
108,2.0,[   3.          239.083941   -165.38838976],1.0,Speaker,0.0,[ 0.00336901  0.06266158 -0.05164079],[ 1.02981182 12.17243969  8.94487402],3
112,2.0,[  3.          36.57243941 -69.76460009],1.0,Speaker,0.0,[ 0.00336886  0.06266228 -0.05164123],[ 1.02981001 12.17173077  8.94436263],3
121,2.0,[  3.          38.14105577 -64.11749974],1.0,Speaker,0.0,[ 0.00352763  0.05943099 -0.06129883],[ 1.03025019 10.49529389 10.9897179 ],3
128,2.0,[  3.          34.16256729 -66.44642042],1.0,Speaker,0.0,[ 0.0036723   0.05860649 -0.06664472],[ 1.0310186   9.70953465 11.90920268],3
137,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.00199543  0.05179769 -0.05934258],[ 1.01940477 12.60692527 19.47226275],3
141,3.0,[   2.          344.73412384 -177.28760635],0.0,non_Speaker,1.0,[ 0.00197152  0.05179899 -0.05934211],[ 1.01940505 12.60695965 19.47254047],3
145,3.0,[   2.          344.73683452 -177.28732334],0.0,non_Speaker,1.0,[ 1.74771534  1.74386542 -2.23870032],[1. 1. 1.],3
149,3.0,[   2.          365.52572038 -178.22602105],0.0,non_Speaker,1.0,[ 0.00197174  0.05179837 -0.05934255],[ 1.01940509 12.60704959 19.47256526],3
152,2.0,[   3.           32.37056085 -110.52842278],1.0,Speaker,0.0,[ 0.00378901  0.05751379 -0.07105459],[ 1.03173465  9.1047495  12.78960184],3
159,2.0,[   3.           33.12490009 -113.76985359],0.0,Speaker,1.0,[ 0.00365522  0.0562091  -0.07177171],[ 1.03266947  9.39030329 13.34099195],3
170,4.0,[   2.          562.22333776 -176.80700559],0.0,non_Speaker,1.0,[ 0.00089059  0.02055034 -0.04820918],[ 1.00700422 61.49622932 15.00953152],3
181,3.0,[  2.         195.29686928  -7.44707687],0.0,non_Speaker,1.0,[ 0.00197143  0.05179982 -0.05934212],[ 1.01940428 12.60641612 19.47180121],3
187,2.0,[  3.         830.4440093   -2.50633359],0.0,Speaker,1.0,[ 0.00377981  0.05730238 -0.07143442],[ 1.03186478  9.08922383 13.31948664],3
195,2.0,[  3.         839.94608151  -1.52237811],0.0,Speaker,1.0,[ 0.00377931  0.05730065 -0.07143262],[ 1.03187065  9.09075943 13.32183761],3
200,3.0,[  2.         306.67742047 -10.39124545],0.0,non_Speaker,1.0,[ 0.00197128  0.05179921 -0.05934189],[ 1.01946139 13.14351003 19.47339349],3
215,2.0,[  3.         844.19408869  -2.0579448 ],0.0,Speaker,1.0,[ 0.00377987  0.0572999  -0.07143151],[ 1.03187371  9.09154822 13.32308269],3
235,2.0,[  3.         511.22989315  -5.76096072],1.0,Speaker,0.0,[ 0.00377921  0.0573003  -0.07143305],[ 1.03187039  9.09072271 13.32169217],3
239,2.0,[  3.          57.4867536  -55.39473483],1.0,Speaker,0.0,[ 0.00378017  0.05729857 -0.07143459],[ 1.03187003  9.09075954 13.3213731 ],3
247,3.0,[   2.          218.9762523  -166.98558505],0.0,non_Speaker,1.0,[ 0.00196905  0.05179939 -0.05934096],[ 1.01946254 13.14753663 19.47438531],3
258,3.0,[  2.          62.46417973 -93.99372746],1.0,non_Speaker,0.0,[ 0.00197275  0.05179967 -0.0593395 ],[ 1.01946385 13.14826541 19.47569716],3
267,3.0,[  2.          12.59784513 -77.8669752 ],1.0,non_Speaker,0.0,[ 0.00196029  0.051788   -0.05992903],[ 1.01910044 13.05273946 19.49203489],3
273,2.0,[  3.         597.6338887   -3.29176298],0.0,Speaker,1.0,[ 0.00381043  0.05899097 -0.07179801],[ 1.03192246  9.37809363 13.22933386],3
276,5.0,[   2.          366.46774933 -178.5433454 ],0.0,non_Speaker,1.0,[ 0.00074015  0.01987636 -0.04679615],[  1.06422845 296.83372415  60.39466566],3
282,2.0,[  3.         533.62747202  -6.05784862],0.0,Speaker,1.0,[ 0.61780244  2.1031234  -1.03626158],[1. 1. 1.],3
302,3.0,[  2.         333.02795971 -15.02113225],0.0,non_Speaker,1.0,[ 0.00220451  0.04266383 -0.0731695 ],[ 1.01779894 14.47230969 19.78795682],3
314,2.0,[  3.          72.12727711 -63.08604352],0.0,Speaker,1.0,[ 0.00380606  0.05897495 -0.07180813],[ 1.03192842  9.38069113 13.23038634],3
320,2.0,[  3.         261.67537826 -14.22802484],0.0,Speaker,1.0,[ 0.0038032   0.05896827 -0.0718164 ],[ 1.03266407  9.8079572  13.55517598],3
330,3.0,[  2.         248.93383749  -9.32015091],0.0,non_Speaker,1.0,[ 0.00220265  0.0426642  -0.07316548],[ 1.0178037  14.48741374 19.79290017],3
339,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[ 0.00089904  0.02054258 -0.04821226],[ 1.00700965 61.64247407 15.00984699],3
341,2.0,[  3.         536.8269011   -5.16341377],0.0,Speaker,1.0,[ 1.28207083  2.6438254  -1.9753544 ],[1. 1. 1.],3
352,0.0,[  0.         153.70226181  44.17604362],0.0,CB,1.0,[-6.93889390e-18  5.55111512e-17  0.00000000e+00],[1.00000000e+00 2.94263934e+03 1.72713899e+03],3
362,4.0,[  2.          59.76709138 -97.06194306],0.0,non_Speaker,1.0,[ 0.00099178  0.02259113 -0.05317006],[ 1.00648193 32.6657702  16.33946037],3
372,3.0,[  2.          54.36566549 -78.70456536],1.0,non_Speaker,0.0,[ 0.00220197  0.04266292 -0.07316505],[ 1.01783194 14.903719   19.79493299],3
377,2.0,[  3.         283.06933213  -5.74084613],0.0,Speaker,1.0,[ 0.00380289  0.05896752 -0.07181617],[ 1.03266603  9.81106304 13.55579629],3
8,0.0,[0. 0. 0.],0.0,CB,1.0,[ 6.93889390e-18 -3.46944695e-18 -2.77555756e-17],[1.00000000e+00 3.87160656e+03 1.80387752e+03],3
12,4.0,[  2.         295.46011425 -11.38349752],0.0,non_Speaker,1.0,[ 0.00099946  0.02259591 -0.05316802],[ 1.00968121 35.47903184 23.87849003],3
23,4.0,[  2.         287.05607344 -12.12864866],0.0,non_Speaker,1.0,[ 0.00099203  0.02259431 -0.05316876],[ 1.01117069 67.98511299 23.92714987],3
41,2.0,[  3.         286.83598525 -16.05271805],0.0,Speaker,1.0,[ 0.00380188  0.05896871 -0.0718163 ],[ 1.03266422  9.81206941 13.55505994],3
44,2.0,[   3.          241.22784256 -163.54888176],0.0,Speaker,1.0,[ 0.00380264  0.05896818 -0.0718161 ],[ 1.0326654   9.81302432 13.55548728],3
59,2.0,[   3.          235.19143972 -163.36857792],0.0,Speaker,1.0,[ 0.00380408  0.05896892 -0.07181528],[ 1.03266565  9.81303126 13.55566333],3
64,2.0,[   3.          523.79338548 -171.7329024 ],0.0,Speaker,1.0,[ 0.00380259  0.0589683  -0.07181614],[ 1.03266515  9.81295269 13.55539296],3
68,3.0,[  2.          33.84110896 -28.82581378],1.0,non_Speaker,0.0,[ 0.00219787  0.04325139 -0.07368192],[ 1.01744386 14.18601928 19.73379079],3
72,3.0,[  2.          34.72150404 -28.02693723],1.0,non_Speaker,0.0,[ 0.00436981  0.0721724  -0.07695008],[ 1.02426282  8.14018741 10.8815857 ],3
134,3.0,[   2.          828.81626181 -176.58894736],0.0,non_Speaker,1.0,[ 0.00500035  0.08379742 -0.07979562],[1.02725338 8.94617667 9.46105249],3
138,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.00500082  0.08379684 -0.0797961 ],[1.02725345 8.94620789 9.46099955],3
168,2.0,[  3.          29.43577044 -84.83908532],1.0,Speaker,0.0,[ 0.00380191  0.05897112 -0.07181741],[ 1.03265849  9.81102394 13.55283063],3
173,3.0,[  2.         203.11258643  -6.87510464],0.0,non_Speaker,1.0,[ 0.0050006   0.08379745 -0.0797949 ],[1.02725397 8.94634157 9.46132266],3
178,4.0,[   2.          360.92274275 -176.77324607],1.0,non_Speaker,0.0,[ 0.00089825  0.02261154 -0.05316162],[  1.01287923 103.12788348  23.9915237 ],3
189,2.0,[  3.         828.63090429  -2.78869802],0.0,Speaker,1.0,[ 0.00380714  0.05812148 -0.07350152],[ 1.03260113  9.57990271 14.10443691],3
199,2.0,[  3.         850.80279829  -2.98576171],0.0,Speaker,1.0,[ 0.00380652  0.05812123 -0.07350179],[ 1.03260105  9.5799036  14.10437104],3
